pl_name,default_flag,tran_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_kmag,sy_kmagerr1,sy_kmagerr2
Kepler-292 c,1,1,Published Confirmed,0,3.715335,0.000033,-0.000033,0,0.045,,,0,0.131,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,2455002.792,0.00513,-0.00513,0,0,0.38,0.23,-0.23,0,,,,,2.32,0.127,-0.127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,100,-100,0,0.826,0.073,-0.073,0,,,,,,,,,4.536,0.15,-0.15,0,13.97,0.057,-0.057
Kepler-292 d,1,1,Published Confirmed,0,7.055679,0.000043,-0.000043,0,0.068,,,0,0.199,0.019,-0.019,0,,,,,,,,,,,,,,,,,,,,,,2455014.91,0.00369,-0.00369,0,0,0.35,0.22,-0.22,0,,,,,3.145,0.103,-0.103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,100,-100,0,0.826,0.073,-0.073,0,,,,,,,,,4.536,0.15,-0.15,0,13.97,0.057,-0.057
Kepler-292 e,1,1,Published Confirmed,0,11.97901,0.000101,-0.000101,0,0.097,,,0,0.238,0.031,-0.031,0,,,,,,,,,,,,,,,,,,,,,,2455011.966,0.00523,-0.00523,0,0,0.91,0.32,-0.32,0,,,,,4.094,0.122,-0.122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,100,-100,0,0.826,0.073,-0.073,0,,,,,,,,,4.536,0.15,-0.15,0,13.97,0.057,-0.057
Kepler-292 f,1,1,Published Confirmed,0,20.834237,0.000184,-0.000184,0,0.141,,,0,0.21,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,,2455019.032,0.00604,-0.00604,0,0,0.46,0.24,-0.24,0,,,,,4.341,0.16,-0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299,100,-100,0,0.826,0.073,-0.073,0,,,,,,,,,4.536,0.15,-0.15,0,13.97,0.057,-0.057
Kepler-293 b,1,1,Published Confirmed,0,19.254196,0.000079,-0.000079,0,0.144,,,0,0.274,0.116,-0.116,0,,,,,,,,,,,,,,,,,,,,,,2454997.781,0.00245,-0.00245,0,1,0.5,0.24,-0.24,0,,,,,4.533,0.085,-0.085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5804,200,-200,0,0.957,0.398,-0.398,0,,,,,,,,,4.504,0.3,-0.3,0,13.661,0.043,-0.043
Kepler-293 c,1,1,Published Confirmed,0,54.155743,0.000466,-0.000466,0,0.286,,,0,0.342,0.145,-0.145,0,,,,,,,,,,,,,,,,,,,,,,2455005.365,0.00521,-0.00521,0,0,0.91,0.33,-0.33,0,,,,,4.608,0.189,-0.189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5804,200,-200,0,0.957,0.398,-0.398,0,,,,,,,,,4.504,0.3,-0.3,0,13.661,0.043,-0.043
Kepler-294 b,1,1,Published Confirmed,0,3.701212,0.000025,-0.000025,0,0.048,,,0,0.158,0.074,-0.074,0,,,,,,,,,,,,,,,,,,,,,,2455013.276,0.00355,-0.00355,0,0,0.05,0.23,-0.23,0,,,,,2.476,0.116,-0.116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5913,200,-200,0,0.976,0.455,-0.455,0,,,,,,,,,4.491,0.3,-0.3,0,14.172,0.055,-0.055
Kepler-294 c,1,1,Published Confirmed,0,6.6264,0.000028,-0.000028,0,0.071,,,0,0.242,0.113,-0.113,0,,,,,,,,,,,,,,,,,,,,,,2455016.988,0.00227,-0.00227,0,0,0.14,0.23,-0.23,0,,,,,3.175,0.069,-0.069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5913,200,-200,0,0.976,0.455,-0.455,0,,,,,,,,,4.491,0.3,-0.3,0,14.172,0.055,-0.055
Kepler-295 b,1,1,Published Confirmed,0,12.645164,0.000181,-0.000181,0,0.099,,,0,0.109,0.057,-0.057,0,,,,,,,,,,,,,,,,,,,,,,2454971.625,0.00812,-0.00812,0,0,0.02,0.22,-0.22,0,,,,,8.613,0.234,-0.234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603,200,-200,0,0.898,0.473,-0.473,0,,,,,,,,,4.444,0.3,-0.3,0,12.717,0.028,-0.028
Kepler-295 c,1,1,Published Confirmed,0,21.526258,0.000336,-0.000336,0,0.142,,,0,0.104,0.055,-0.055,0,,,,,,,,,,,,,,,,,,,,,,2454965.287,0.0096,-0.0096,0,0,0.05,0.25,-0.25,0,,,,,8.213,0.253,-0.253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603,200,-200,0,0.898,0.473,-0.473,0,,,,,,,,,4.444,0.3,-0.3,0,12.717,0.028,-0.028
Kepler-295 d,1,1,Published Confirmed,0,33.884054,0.000685,-0.000685,0,0.192,,,0,0.121,0.064,-0.064,0,,,,,,,,,,,,,,,,,,,,,,2454993.006,0.00919,-0.00919,0,0,0.5,0.23,-0.23,0,,,,,5.373,0.411,-0.411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603,200,-200,0,0.898,0.473,-0.473,0,,,,,,,,,4.444,0.3,-0.3,0,12.717,0.028,-0.028
Kepler-296 b,1,1,Published Confirmed,0,10.864384,0.000051,-0.000046,0,0.079,0.013,-0.013,0,0.14363458,0.02587207,-0.02408779,0,,,,,,,,,,0.33,,,1,,,,,,,,,2454964.129,0.003,-0.0039,0,0,0.65,0.09,-0.19,0,,,,,,,,,35.5,1.4,-1.7,0,0.0308,0.0018,-0.0021,0,,,,,,,,,,,,,,,,,,,,,3740,130,-130,0,0.48,0.066,-0.087,0,0.498,0.067,-0.087,0,-0.08,0.28,-0.3,0,4.774,0.091,-0.059,0,12.6,0.028,-0.028
Kepler-296 c,1,1,Published Confirmed,0,5.8416366,0.00001,-0.00001,0,0.0521,0.0088,-0.0086,0,0.17842805,0.02944063,-0.02854849,0,,,,,,,,,,0.33,,,1,,,,,,,,,2454968.923,0.0013,-0.0013,0,0,0.25,0.18,-0.16,0,,,,,,,,,23.5,0.9,-1.1,0,0.0381,0.0014,-0.0012,0,,,,,,,,,,,,,,,,,,,,,3740,130,-130,0,0.48,0.066,-0.087,0,0.498,0.067,-0.087,0,-0.08,0.28,-0.3,0,4.774,0.091,-0.059,0,12.6,0.028,-0.028
Kepler-296 d,1,1,Published Confirmed,0,19.850291,0.000061,-0.000057,0,0.118,0.02,-0.02,0,0.18645731,0.02944063,-0.02854849,0,,,,,,,,,,0.33,,,1,,,,,,,,,2454966.65,0.0022,-0.0022,0,0,0.26,0.18,-0.16,0,,,,,,,,,53.1,2.1,-2.6,0,0.0398,0.0014,-0.0012,0,,,,,,,,,,,,,,,,,,,,,3740,130,-130,0,0.48,0.066,-0.087,0,0.498,0.067,-0.087,0,-0.08,0.28,-0.3,0,4.774,0.091,-0.059,0,12.6,0.028,-0.028
Kepler-296 e,1,1,Published Confirmed,0,34.14211,0.00025,-0.00025,0,0.169,0.029,-0.028,0,0.13649746,0.02408779,-0.02230351,0,,,,,,,,,,0.33,,,1,,,,,,,,,2454969.035,0.0064,-0.0057,0,0,0.34,0.19,-0.21,0,,,,,,,,,76.2,3,-3.7,0,0.0291,0.0018,-0.0015,0,,,,,,,,,,,,,,,,,,,,,3740,130,-130,0,0.48,0.066,-0.087,0,0.498,0.067,-0.087,0,-0.08,0.28,-0.3,0,4.774,0.091,-0.059,0,12.6,0.028,-0.028
Kepler-296 f,1,1,Published Confirmed,0,63.33627,0.0006,-0.00062,0,0.255,0.043,-0.042,0,0.16058524,0.02765635,-0.02676421,0,,,,,,,,,,0.33,,,1,,,,,,,,,2454995.607,0.0071,-0.0072,0,0,0.55,0.11,-0.24,0,,,,,,,,,115.1,4.5,-5.6,0,0.0344,0.0021,-0.0019,0,,,,,,,,,,,,,,,,,,,,,3740,130,-130,0,0.48,0.066,-0.087,0,0.498,0.067,-0.087,0,-0.08,0.28,-0.3,0,4.774,0.091,-0.059,0,12.6,0.028,-0.028
Kepler-297 b,1,1,Published Confirmed,0,38.871826,0.000153,-0.000153,0,0.217,,,0,0.256,0.046,-0.046,0,,,,,,,,,,,,,,,,,,,,,,2455004.287,0.00209,-0.00209,0,1,0.46,0.23,-0.23,0,,,,,6.125,0.087,-0.087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5619,100,-100,0,0.915,0.165,-0.165,0,,,,,,,,,4.468,0.15,-0.15,0,12.78,0.031,-0.031
Kepler-297 c,1,1,Published Confirmed,0,74.920137,0.00012,-0.00012,0,0.336,,,0,0.583,0.105,-0.105,0,,,,,,,,,,,,,,,,,,,,,,2454958.038,0.00098,-0.00098,0,1,0.81,0.04,-0.04,0,,,,,4.794,0.091,-0.091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5619,100,-100,0,0.915,0.165,-0.165,0,,,,,,,,,4.468,0.15,-0.15,0,12.78,0.031,-0.031
Kepler-298 b,1,1,Published Confirmed,0,10.475464,0.000027,-0.000027,0,0.08,,,0,0.175,0.009,-0.009,0,,,,,,,,,,,,,,,,,,,,,,2454985.642,0.0015,-0.0015,0,0,0.42,0.23,-0.23,0,,,,,2.32,0.056,-0.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,100,-100,0,0.582,0.025,-0.025,0,,,,,,,,,4.709,0.15,-0.15,0,13.075,0.031,-0.031
Kepler-298 c,1,1,Published Confirmed,0,22.92881,0.00038,-0.00038,0,0.136,,,0,0.172,0.02,-0.02,0,,,,,,,,,,,,,,,,,,,,,,2455156.034,0.01134,-0.01134,0,0,0.59,0.28,-0.28,0,,,,,2.398,0.434,-0.434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,100,-100,0,0.582,0.025,-0.025,0,,,,,,,,,4.709,0.15,-0.15,0,13.075,0.031,-0.031
Kepler-298 d,1,1,Published Confirmed,0,77.473633,0.000615,-0.000615,0,0.305,,,0,0.223,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,2455017.247,0.0049,-0.0049,0,0,0.75,0.35,-0.35,0,,,,,4.433,0.16,-0.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,100,-100,0,0.582,0.025,-0.025,0,,,,,,,,,4.709,0.15,-0.15,0,13.075,0.031,-0.031
Kepler-299 b,1,1,Published Confirmed,0,2.927128,0.000033,-0.000033,0,0.04,,,0,0.118,0.024,-0.024,0,,,,,,,,,,,,,,,,,,,,,,2454966.829,0.0065,-0.0065,0,0,0.38,0.23,-0.23,0,,,,,2.546,0.166,-0.166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617,112,-112,0,1.032,0.208,-0.208,0,,,,,,,,,4.394,0.15,-0.15,0,13.436,0.044,-0.044
Kepler-299 c,1,1,Published Confirmed,0,6.885875,0.00004,-0.00004,0,0.07,,,0,0.236,0.056,-0.056,0,,,,,,,,,,,,,,,,,,,,,,2454971.41,0.00356,-0.00356,0,0,0.95,0.34,-0.34,0,,,,,4.009,0.107,-0.107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617,112,-112,0,1.032,0.208,-0.208,0,,,,,,,,,4.394,0.15,-0.15,0,13.436,0.044,-0.044
Kepler-299 d,1,1,Published Confirmed,0,15.054786,0.000189,-0.000189,0,0.118,,,0,0.166,0.034,-0.034,0,,,,,,,,,,,,,,,,,,,,,,2454977.586,0.00804,-0.00804,0,0,0.52,0.26,-0.26,0,,,,,4.279,0.217,-0.217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617,112,-112,0,1.032,0.208,-0.208,0,,,,,,,,,4.394,0.15,-0.15,0,13.436,0.044,-0.044
Kepler-299 e,1,1,Published Confirmed,0,38.285489,0.001428,-0.001428,0,0.22,,,0,0.167,0.035,-0.035,0,,,,,,,,,,,,,,,,,,,,,,2454976.307,0.02483,-0.02483,0,1,0.22,0.23,-0.23,0,,,,,5.638,0.42,-0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617,112,-112,0,1.032,0.208,-0.208,0,,,,,,,,,4.394,0.15,-0.15,0,13.436,0.044,-0.044
Kepler-30 b,1,1,Published Confirmed,0,29.33434,0.00815,-0.00815,0,0.18,,,0,0.348,0.018,-0.018,0,0.036,0.004,-0.004,0,Mass,1.02,0.13,-0.13,0,0.042,0.003,-0.003,0,,,,,90.179,0.167,-0.167,0,2455246.648,0.0401,-0.0401,0,1,0.38,0.12,-0.2,0,0.165,0.008,-0.008,0,,,,,,,,,,,,,,,,,,,,,-31,7,-7,0,4,10,-10,0,,,,,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,0.18,0.27,-0.27,0,4.77,0.23,-0.23,0,13.581,0.048,-0.048
Kepler-30 c,1,1,Published Confirmed,0,60.323105,0.000244,-0.000244,0,0.3,,,0,1.097,0.036,-0.036,0,2.01,0.16,-0.16,0,Mass,1.88,0.17,-0.17,0,0.0111,0.001,-0.001,0,,,,,90.3227,0.0302,-0.0302,0,2455357.887,0.0052,-0.0052,0,1,0.4,0.04,-0.06,0,1.62,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,-49,6,-6,0,4,10,-10,0,,,,,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,0.18,0.27,-0.27,0,4.77,0.23,-0.23,0,13.581,0.048,-0.048
Kepler-30 d,1,1,Published Confirmed,0,143.34394,0.00858,-0.00858,0,0.5,,,0,0.785,0.045,-0.045,0,0.073,0.008,-0.008,0,Mass,0.19,0.02,-0.02,0,0.022,0.005,-0.005,0,,,,,89.8406,0.0202,-0.0202,0,2455273.53,0.00969,-0.00969,0,1,0.38,0.08,-0.14,0,0.83,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,-163,7,-7,0,4,10,-10,0,,,,,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,0.18,0.27,-0.27,0,4.77,0.23,-0.23,0,13.581,0.048,-0.048
Kepler-300 b,1,1,Published Confirmed,0,10.446347,0.000043,-0.000043,0,0.094,,,0,0.149,0.068,-0.068,0,,,,,,,,,,,,,,,,,,,,,,2454966.278,0.00225,-0.00225,0,0,0.33,0.23,-0.23,0,,,,,2.19,0.091,-0.091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986,200,-200,0,0.9,0.41,-0.41,0,,,,,,,,,4.532,0.3,-0.3,0,12.742,0.027,-0.027
Kepler-300 c,1,1,Published Confirmed,0,40.714955,0.000245,-0.000245,0,0.232,,,0,0.201,0.093,-0.093,0,,,,,,,,,,,,,,,,,,,,,,2454979.564,0.00343,-0.00343,0,1,0.7,0.29,-0.29,0,,,,,8.692,0.14,-0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986,200,-200,0,0.9,0.41,-0.41,0,,,,,,,,,4.532,0.3,-0.3,0,12.742,0.027,-0.027
Kepler-301 b,1,1,Published Confirmed,0,2.508553,0.000012,-0.000012,0,0.036,,,0,0.12,0.064,-0.064,0,,,,,,,,,,,,,,,,,,,,,,2454968.01,0.00232,-0.00232,0,0,0.09,0.21,-0.21,0,,,,,2.294,0.073,-0.073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5815,200,-200,0,0.9,0.481,-0.481,0,,,,,,,,,4.525,0.3,-0.3,0,12.706,0.027,-0.027
Kepler-301 c,1,1,Published Confirmed,0,5.419026,0.000032,-0.000032,0,0.06,,,0,0.12,0.064,-0.064,0,,,,,,,,,,,,,,,,,,,,,,2454964.645,0.00371,-0.00371,0,0,0.11,0.23,-0.23,0,,,,,2.281,0.099,-0.099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5815,200,-200,0,0.9,0.481,-0.481,0,,,,,,,,,4.525,0.3,-0.3,0,12.706,0.027,-0.027
Kepler-301 d,1,1,Published Confirmed,0,13.751243,0.000081,-0.000081,0,0.112,,,0,0.156,0.084,-0.084,0,,,,,,,,,,,,,,,,,,,,,,2454977.612,0.00347,-0.00347,0,0,0.27,0.23,-0.23,0,,,,,3.958,0.096,-0.096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5815,200,-200,0,0.9,0.481,-0.481,0,,,,,,,,,4.525,0.3,-0.3,0,12.706,0.027,-0.027
Kepler-302 b,1,1,Published Confirmed,0,30.184104,0.000203,-0.000203,0,0.193,,,0,0.362,0.076,-0.076,0,,,,,,,,,,,,,,,,,,,,,,2454979.64,0.00373,-0.00373,0,0,0.73,0.32,-0.32,0,,,,,5.94,0.116,-0.116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5740,107,-107,0,1.22,0.249,-0.249,0,,,,,,,,,4.286,0.15,-0.15,0,13.9,0.055,-0.055
Kepler-302 c,1,1,Published Confirmed,0,127.282184,0.000427,-0.000427,0,0.503,,,0,1.111,0.227,-0.227,0,,,,,,,,,,,,,,,,,,,,,,2454996.889,0.00213,-0.00213,0,0,0.83,0.01,-0.01,0,,,,,7.16,0.096,-0.096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5740,107,-107,0,1.22,0.249,-0.249,0,,,,,,,,,4.286,0.15,-0.15,0,13.9,0.055,-0.055
Kepler-303 b,1,1,Published Confirmed,0,1.937055,0.000004,-0.000004,0,0.024,,,0,0.079,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,2454967.719,0.00124,-0.00124,0,0,0.45,0.23,-0.23,0,,,,,1.535,0.041,-0.041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,150,-150,0,0.485,0.025,-0.025,0,,,,,,,,,4.768,0.2,-0.2,0,11.596,0.019,-0.019
Kepler-303 c,1,1,Published Confirmed,0,7.061149,0.000019,-0.000019,0,0.057,,,0,0.102,0.008,-0.008,0,,,,,,,,,,,,,,,,,,,,,,2454969.272,0.00152,-0.00152,0,0,0.68,0.1,-0.1,0,,,,,1.054,0.062,-0.062,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,150,-150,0,0.485,0.025,-0.025,0,,,,,,,,,4.768,0.2,-0.2,0,11.596,0.019,-0.019
Kepler-304 b,1,1,Published Confirmed,0,3.295709,0.000002,-0.000002,0,0.039,,,0,0.255,0.019,-0.019,0,,,,,,,,,,,,,,,,,,,,,,2454966.965,0.00037,-0.00037,0,0,0.42,0.19,-0.19,0,,,,,1.797,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4731,100,-100,0,0.687,0.037,-0.037,0,,,,,,,,,4.635,0.15,-0.15,0,12.626,0.033,-0.033
Kepler-304 c,1,1,Published Confirmed,0,5.315946,0.000007,-0.000007,0,0.054,,,0,0.194,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,2454965.429,0.00085,-0.00085,0,0,0.49,0.12,-0.12,0,,,,,1.114,0.033,-0.033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4731,100,-100,0,0.687,0.037,-0.037,0,,,,,,,,,4.635,0.15,-0.15,0,12.626,0.033,-0.033
Kepler-304 d,1,1,Published Confirmed,0,9.653471,0.000015,-0.000015,0,0.08,,,0,0.245,0.019,-0.019,0,,,,,,,,,,,,,,,,,,,,,,2454967.856,0.00091,-0.00091,0,0,0.75,0.27,-0.27,0,,,,,2.987,0.033,-0.033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4731,100,-100,0,0.687,0.037,-0.037,0,,,,,,,,,4.635,0.15,-0.15,0,12.626,0.033,-0.033
Kepler-304 e,1,1,Published Confirmed,0,1.499146953,0.000002797,-0.000002797,0,,,,,0.10705683,0.00535284,-0.00267642,0,,,,,,,,,,,,,,,,,,,,,,2454966.069,0.0015,-0.0015,0,0,,,,,,,,,1.4421,0.0516,-0.0516,0,,,,,0.014669,0.000688,-0.000301,0,,,,,,,,,,,,,,,,,,,,,4817,68.1,-46.95,0,0.73,0.013,-0.017,0,0.8,0.02,-0.026,0,0.05,0.115,-0.107,0,4.61,0.008,-0.008,0,12.626,0.033,-0.033
Kepler-305 b,1,1,Published Confirmed,0,5.487,,,0,,,,,0.321,0.08,-0.032,0,0.033,0.008,-0.006,0,Mass,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.2,-0.08,0,0.76,0.13,-0.06,0,,,,,4.51,0.07,-0.26,0,13.702,0.042,-0.042
Kepler-305 c,1,1,Published Confirmed,0,8.291,,,0,,,,,0.294,0.073,-0.029,0,0.019,0.008,-0.007,0,Mass,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.2,-0.08,0,0.76,0.13,-0.06,0,,,,,4.51,0.07,-0.26,0,13.702,0.042,-0.042
Kepler-305 d,1,1,Published Confirmed,0,16.74,,,0,,,,,0.24623113,0.0107057,-0.0107057,0,0.01950738,0.00553758,-0.00421611,0,Mass,1.63203,0.490712,-0.39698,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090,101,-101,0,0.792,0.025,-0.025,0,0.827,0.046,-0.046,0,,,,,,,,,13.702,0.042,-0.042
Kepler-305 e,1,1,Published Confirmed,0,3.20538,,,0,,,,,0.16003348,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4974,123,-123,0,0.827279,,,0,0.82,,,0,,,,,4.51658,,,0,13.702,0.042,-0.042
Kepler-306 b,1,1,Published Confirmed,0,4.646186,0.000025,-0.000025,0,0.05,,,0,0.136,0.009,-0.009,0,,,,,,,,,,,,,,,,,,,,,,2455187.591,0.00257,-0.00257,0,0,0.07,0.22,-0.22,0,,,,,2.316,0.082,-0.082,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954,100,-100,0,0.719,0.041,-0.041,0,,,,,,,,,4.611,0.15,-0.15,0,13.503,0.039,-0.039
Kepler-306 c,1,1,Published Confirmed,0,7.240193,0.000032,-0.000032,0,0.067,,,0,0.21,0.017,-0.017,0,,,,,,,,,,,,,,,,,,,,,,2455188.013,0.00219,-0.00219,0,0,0.83,0.3,-0.3,0,,,,,3.052,0.069,-0.069,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954,100,-100,0,0.719,0.041,-0.041,0,,,,,,,,,4.611,0.15,-0.15,0,13.503,0.039,-0.039
Kepler-306 d,1,1,Published Confirmed,0,17.326644,0.000137,-0.000137,0,0.12,,,0,0.22,0.021,-0.021,0,,,,,,,,,,,,,,,,,,,,,,2455193.509,0.00396,-0.00396,0,0,0.9,0.33,-0.33,0,,,,,4.777,0.104,-0.104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954,100,-100,0,0.719,0.041,-0.041,0,,,,,,,,,4.611,0.15,-0.15,0,13.503,0.039,-0.039
Kepler-306 e,1,1,Published Confirmed,0,44.840975,0.000439,-0.000439,0,0.227,,,0,0.203,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,2455192.874,0.00446,-0.00446,0,0,0.31,0.23,-0.23,0,,,,,5.484,0.181,-0.181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4954,100,-100,0,0.719,0.041,-0.041,0,,,,,,,,,4.611,0.15,-0.15,0,13.503,0.039,-0.039
Kepler-307 b,1,1,Published Confirmed,0,10.4208,0.0009,-0.0008,0,,,,,0.21679008,0.00802926,-0.00802926,0,0.02340874,0.00286317,-0.00273731,0,Mass,2.62,0.38,-0.34,0,,,,,,,,,,,,,2456464.316,0.0006,-0.0006,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,94,-94,0,0.814,0.024,-0.024,0,0.907,0.034,-0.034,0,0.19,0.1,-0.1,0,,,,,12.321,0.02,-0.02
Kepler-307 c,1,1,Published Confirmed,0,13.0729,0.0012,-0.0012,0,,,,,0.19627085,0.00624498,-0.00624498,0,0.01145266,0.00204512,-0.00182487,0,Mass,1.74,0.3,-0.3,0,,,,,,,,,,,,,2456465.267,0.001,-0.001,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367,94,-94,0,0.814,0.024,-0.024,0,0.907,0.034,-0.034,0,0.19,0.1,-0.1,0,,,,,12.321,0.02,-0.02
Kepler-308 b,1,1,Published Confirmed,0,9.694928,0.00009,-0.00009,0,0.09,,,0,0.189,0.091,-0.091,0,,,,,,,,,,,,,,,,,,,,,,2455015.456,0.00558,-0.00558,0,0,0.3,0.21,-0.21,0,,,,,2.609,0.134,-0.134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895,200,-200,0,0.941,0.452,-0.452,0,,,,,,,,,4.508,0.3,-0.3,0,14.187,0.074,-0.074
Kepler-308 c,1,1,Published Confirmed,0,15.38231,0.000171,-0.000171,0,0.123,,,0,0.193,0.093,-0.093,0,,,,,,,,,,,,,,,,,,,,,,2454972.083,0.00623,-0.00623,0,0,0.19,0.21,-0.21,0,,,,,3.951,0.157,-0.157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895,200,-200,0,0.941,0.452,-0.452,0,,,,,,,,,4.508,0.3,-0.3,0,14.187,0.074,-0.074
Kepler-309 b,1,1,Published Confirmed,0,5.923653,0.000028,-0.000028,0,0.059,,,0,0.139,0.012,-0.012,0,,,,,,,,,,,,,,,,,,,,,,2454967.682,0.00245,-0.00245,0,0,0.81,0.32,-0.32,0,,,,,2.787,0.08,-0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,100,-100,0,0.721,0.04,-0.04,0,,,,,,,,,4.612,0.15,-0.15,0,12.852,0.028,-0.028
Kepler-309 c,1,1,Published Confirmed,0,105.356383,0.000857,-0.000857,0,0.401,,,0,0.224,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,2454971.684,0.00345,-0.00345,0,1,0.4,0.24,-0.24,0,,,,,3.658,0.168,-0.168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,100,-100,0,0.721,0.04,-0.04,0,,,,,,,,,4.612,0.15,-0.15,0,12.852,0.028,-0.028
